id,emoji,name,description,keywords,sentiment_label,sentiment_score
106,😹,Cat with Tears of Joy,A cartoon cat variant of 😂 Face With Tears of Joy. Depicted as yellow on major platforms.,cartoon cat variant face joy depicted yellow tears,POSITIVE,0.8877437710762024
107,😻,Smiling Cat with Heart-Eyes,A cartoon cat variant of 😍 Smiling Face With Heart-Eyes. Depicted as yellow on major platforms.,cat variant smiling cartoon face heart eyes depicted,NEGATIVE,0.6912967562675476
108,😼,Cat with Wry Smile,A cartoon cat variant of 😏 Smirking Face. Depicted as yellow on major platforms.,cartoon cat variant smirking face depicted yellow,NEGATIVE,0.9981971383094788
109,😽,Kissing Cat,A cartoon cat variant of 😚 Kissing Face With Closed Eyes. Depicted as yellow on major platforms.,cartoon cat variant kissing face eyes depicted yellow,NEGATIVE,0.9914370179176331
110,🙀,Weary Cat,A cartoon cat variant of 😩 Weary Face. Its expression more closely resembles 😱 Face Screaming in Fear. Depicted as yellow on major platforms.,cartoon cat variant resembles face screaming fear depicted yellow weary,NEGATIVE,0.9992559552192688
111,😿,Crying Cat,A cartoon cat variant of 😢 Crying Face. Depicted as yellow on major platforms.,cartoon cat variant crying face depicted yellow,NEGATIVE,0.9979677796363831
112,😾,Pouting Cat,A cartoon cat variant of 😡 Pouting Face. Also resembles 😠 Angry Face. Depicted as yellow on major platforms. Sometimes used to represent the internet meme and celebrity Grumpy Cat.,cartoon cat variant pouting face resembles angry depicted celebrity grumpy,NEGATIVE,0.9978082776069641
113,💋,Kiss Mark,"The mark left after a firm kiss is placed with bright lipstick. Used in place of ‘xxx’ (kisses), or to send a kiss to someone. More seductive than the kiss emoji.",seductive kiss emoji bright lipstick used placed,POSITIVE,0.9961155652999878
114,👋,Waving Hand,A hand waving most commonly used to say “hello” or “goodbye”.,hand waving commonly used say hello goodbye,POSITIVE,0.8809347748756409
115,🤚,Raised Back of Hand,"A raised hand, showing the reverse side of the palm. May be paired with the forward-facing raised hand emoji.",raised hand emoji facing showing reverse palm,NEGATIVE,0.9915225505828857
116,🖐️, Hand with Fingers Splayed,"A raised hand with a part between each finger and the thumb. Held up in a manner that may indicate the number five. Similar to a waving hand, without any motion.",waving hand finger thumb held motion raised manner,NEGATIVE,0.9911826848983765
117,✋,Raised Hand,"A hand held up showing its palm. May be used to mean stop, or as a high-five.",held showing palm hand used mean,NEGATIVE,0.9931979179382324
118,🖖,Vulcan Salute,"A raised hand, with the fingers separated between the ring finger and the middle finger.",raised hand fingers separated ring finger middle,POSITIVE,0.9803858995437622
119,👌,OK Hand,"A gesture showing the index finger and thumb touching to make an open circle. Represents “I’m okay” or “yes, that’s correct / good”.",circle represents okay gesture showing index finger thumb open,POSITIVE,0.9997549653053284
120,🤌,Pinched Fingers,"An emoji showing the fingers held together in a vertical orientation, often referred to as the Italian hand gesture ma che vuoi, sometimes called the ""finger purse."" In Italy this gesture tends to be used in disagreement, frustration, or disbelief and can mean “What do you want?” or “What are you saying?” Outside Italy anyone performing a caricature of an Italian person, regardless of context or tone, might use this gesture.",italian hand gesture purse italy referred finger caricature person,NEGATIVE,0.9978920817375183
121,🤏,Pinching Hand,"A hand with thumb and index finger in close proximity. Used to suggest that something is small, or to gesture a small amount. Has",small gesture thumb index finger hand,NEGATIVE,0.9591435194015503
122,✌️, Victory Hand,"Most commonly known as a ✌️ Peace Sign, but traditionally called as a Victory Hand. Two fingers held up on one hand making a V sign.",peace sign traditionally hand making called victory known,NEGATIVE,0.7869067192077637
123,🤞,Crossed Fingers,"A fingers crossed emoji which displays the index (first) finger crossed over the middle (second) finger. Commonly used as a gesture indicating luck, or to show desire of a favorable outcome.",index finger crossed emoji displays middle fingers gesture indicating luck,NEGATIVE,0.9690226316452026
124,🤟,Love-You Gesture,"The gesture for “I love you” in American Sign Language, shown as a raised pinky (little) finger, index finger, and an extended thumb.",gesture love american sign language shown,POSITIVE,0.9944701194763184
125,🤘,Sign of the Horns,"A ""rock on"" hand gesture raising the pinky and index fingers on one hand, which a variety of other meanings.",rock hand gesture raising pinky index fingers,NEGATIVE,0.6151705384254456
126,🤙,Call Me Hand,"A hand with thumb and little (pinky) finger extended, making a traditional phone-like shape. May be used in conjunction with a face to suggest “call me” (please).",pinky finger extended little hand thumb making,NEGATIVE,0.9706223011016846
127,👈,Backhand Index Pointing Left,Index finger pointing to the left.,index finger pointing left,NEGATIVE,0.8791775107383728
128,👉,Backhand Index Pointing Right,Index finger pointing to the right.,index finger pointing right,POSITIVE,0.8706517815589905
129,👆,Backhand Index Pointing Up,"Index finger pointing upward, showing the back of the hand while doing so.",finger pointing upward index showing hand,NEGATIVE,0.7265571355819702
130,🖕,Middle Finger,"A middle finger emoji, used in some western cultures as a rude or insulting gesture. The back of the hand is shown with the middle finger raised.",middle finger emoji used raised insulting gesture hand shown,NEGATIVE,0.997674286365509
131,👇,Backhand Index Pointing Down,Index finger pointing downward.,finger pointing downward index,NEGATIVE,0.9959771037101746
132,☝️, Index Pointing Up,"A single finger pointing upward, which could be used to represent the number one, or to ask a question.",single finger pointing upward used,NEGATIVE,0.8823326230049133
133,👍,Thumbs Up,A thumbs-up gesture indicating approval.,gesture indicating approval thumbs,POSITIVE,0.9980998635292053
134,👎,Thumbs Down,A thumbs-down gesture indicating disapproval.,gesture indicating disapproval thumbs,NEGATIVE,0.9969891905784607
135,✊,Raised Fist,"A fist raised in the air that may be used as a celebratory gesture: the fist pump. Can also be used to represent zero items, due to a lack of any fingers being held up.",gesture fist pump used celebratory raised air,NEGATIVE,0.9994122982025146
136,👊,Oncoming Fist,"A fist displayed in a position to punch someone, or to fist-bump another person.",position punch fist bump person displayed,NEGATIVE,0.9896050691604614
137,🤛,Left-Facing Fist,"A fist pointing left, which may be used in conjunction with the right-facing fist to complete a fist-bump gesture.",fist pointing left bump gesture right facing used,NEGATIVE,0.9795437455177307
138,🤜,Right-Facing Fist,"A fist pointing right, which may be used in conjunction with the left-facing fist to complete a fist-bump gesture.",fist pointing right bump gesture left facing used,NEGATIVE,0.958276629447937
139,👏,Clapping Hands,"Two hands clapping emoji, which when used multiple times can be used as a round of applause.",hands clapping emoji used multiple,NEGATIVE,0.9818403124809265
140,🙌,Raising Hands,"Two hands raised in the air, celebrating success or another joyous event.",hands raised air success joyous event celebrating,POSITIVE,0.9997151494026184
141,👐,Open Hands,"Two open hands, representing openness. Sometimes used as a hug, or as a display of jazz hands.",open hands representing openness jazz used hug display,POSITIVE,0.9969305396080017
142,🤲,Palms Up Together,"Two hands held out together with open palms facing up, in a slightly cupped manner.",hands held open palms facing slightly cupped manner,POSITIVE,0.9958362579345703
143,🤝,Handshake,"Two hands performing a handshake gesture, indicating a cordial greeting between friends or associates.",handshake gesture indicating hands performing cordial greeting,POSITIVE,0.9949601888656616
144,🙏,Folded Hands,"Two hands placed firmly together, meaning please or thank you in Japanese culture. A common alternative use for this emoji is for prayer, using the same gesture as praying hands. Rarely: a high-five.",emoji prayer using use alternative meaning thank japanese,POSITIVE,0.8770858645439148
145,✍️, Writing Hand,A right hand holding a pen or pencil and writing. Shown with a blue pen on all platforms except Apple which has a black pen.,hand holding pen pencil apple black writing platforms shown blue,NEGATIVE,0.9408001899719238
146,💅,Nail Polish,"Colored nail polish being applied to finger nails, often used to display an air of nonchalance or indifference.",colored nail polish applied finger nails used,NEGATIVE,0.9900076389312744
147,🤳,Selfie,A mobile phone held up to take a selfie (photo of the person holding the phone or camera). Generally represented as a disembodied arm holding a mobile phone.,phone held selfie holding mobile photo,NEGATIVE,0.9980030655860901
148,💪,Flexed Biceps,"An arm flexing to show its biceps muscle. Represents strength, or working out.",arm flexing biceps muscle represents,POSITIVE,0.9957669973373413
149,🦾,Mechanical Arm,A mechanical or prosthetic arm.,mechanical prosthetic arm,NEGATIVE,0.7598848938941956
150,🦿,Mechanical Leg,A mechanical or prosthetic leg.,mechanical prosthetic leg,NEGATIVE,0.9332424998283386
151,🦵,Leg,"A human leg, shown detached from a human body. Displayed from the thigh and may include the foot.",human leg shown detached body displayed thigh,NEGATIVE,0.9762234687805176
152,🦶,Foot,A human foot shown with five toes and may include part or all of the ankle. Shown on Apple platforms as the sole of a foot.,foot shown toes human include ankle platforms sole,NEGATIVE,0.9848936200141907
